,X,Y,class
2315,2.5674033,10.2310095,3Ery
2316,13.832376,10.4623165,14Mo
2317,13.789207,10.17531,14Mo
2318,14.041065,10.9453335,16Neu
2319,14.45235,11.024267,14Mo
2320,10.30763,10.171564,9GMP
2321,2.6462584,9.915624,3Ery
2322,14.366796,7.4734707,13Baso
2323,7.923782,8.618551,10GMP
2324,13.537669,11.384412,14Mo
2325,4.321264,7.5338616,3Ery
2326,5.438418,7.5543942,6Ery
2327,13.686776,10.728391,14Mo
2328,2.3603141,8.181265,4Ery
2329,0.35195577,12.205811,3Ery
2330,0.8847921,8.080376,2Ery
2331,1.0667685,7.9977303,2Ery
2332,13.798103,11.514312,14Mo
2333,1.962652,8.219075,2Ery
2334,4.9039364,8.077689,8Mk
2335,10.509906,9.888888,10GMP
2336,10.244883,8.752912,10GMP
2337,11.878712,10.368954,14Mo
2338,11.12364,8.4745245,10GMP
2339,14.133853,11.866362,16Neu
2340,12.24569,8.482167,10GMP
2341,12.134825,7.808179,10GMP
2342,13.395398,9.089868,13Baso
2343,13.869172,13.940634,16Neu
2344,2.5253463,7.7464643,2Ery
2345,14.232331,12.660347,16Neu
2346,0.047043808,8.794432,2Ery
2347,15.306689,8.978493,14Mo
2348,17.129654,7.252963,11DC
2349,13.006807,10.652086,14Mo
2350,16.677565,7.6188345,11DC
2351,12.716605,10.996113,14Mo
2352,15.461505,8.633784,13Baso
2353,-0.04015546,10.350904,2Ery
2354,-0.30500096,11.7577095,2Ery
2355,13.609165,12.618168,16Neu
2356,2.1791584,8.62492,2Ery
2357,-0.18364713,10.5766535,2Ery
2358,14.405392,10.323719,14Mo
2359,3.1168535,7.857954,5Ery
2360,2.2028503,8.086326,2Ery
2361,7.435048,7.612353,7MEP
2362,9.829836,8.76926,9GMP
2363,0.76393104,9.182908,2Ery
2364,10.542261,8.519435,10GMP
2365,8.305034,8.306359,7MEP
2366,5.984938,8.108883,6Ery
2367,14.358419,10.62075,15Mo
2368,3.211507,8.706017,5Ery
2369,2.76456,8.695294,5Ery
2370,11.455851,13.335965,15Mo
2371,12.965818,9.606843,14Mo
2372,7.5213103,10.600598,8Mk
2373,13.975994,8.915406,14Mo
2374,11.931865,13.909062,15Mo
2375,4.525309,9.060713,4Ery
2376,13.685186,10.138604,14Mo
2377,12.454014,10.4514675,13Baso
2378,5.976321,8.516833,6Ery
2379,2.9721003,11.409209,4Ery
2380,14.568718,7.874829,13Baso
2381,2.0962603,10.266765,4Ery
2382,10.858044,8.954954,9GMP
2383,0.82690614,12.652565,3Ery
2384,7.5281,10.370579,8Mk
2385,7.584415,11.0523,8Mk
2386,11.667543,13.056188,15Mo
2387,-0.23121732,9.853579,2Ery
2388,9.419153,10.890647,12Baso
2389,4.815422,9.8583555,3Ery
2390,12.514249,14.817227,15Mo
2391,11.7642765,12.700242,15Mo
2392,10.759499,9.335646,9GMP
2393,1.0937057,11.337509,3Ery
2394,11.308478,8.777338,10GMP
2395,13.060898,12.916074,15Mo
2396,12.243673,14.171317,16Neu
2397,3.7587712,10.117524,4Ery
2398,4.0528674,10.761811,3Ery
2399,13.691491,9.676002,14Mo
2400,3.242427,11.529875,3Ery
2401,12.664511,14.736239,16Neu
2402,5.059235,8.51937,6Ery
2403,4.506417,8.928784,5Ery
2404,10.806085,9.501719,13Baso
2405,11.687663,9.948363,13Baso
2406,17.079323,7.3310094,11DC
2407,14.1310005,7.8341613,13Baso
2408,7.353152,9.8953285,8Mk
2409,2.01359,9.701877,2Ery
2410,14.283913,9.950236,13Baso
2411,11.857711,10.328717,13Baso
2412,7.116074,9.93227,8Mk
2413,7.5403976,10.092636,8Mk
2414,11.705605,13.32196,15Mo
2415,14.78625,9.846682,14Mo
2416,12.520319,12.275881,14Mo
2417,9.3565235,7.7967167,19Lymph
2418,7.2564645,7.944709,6Ery
2419,4.2910223,8.976056,5Ery
2420,11.740426,12.751347,15Mo
2421,6.144926,9.463406,7MEP
2422,12.0630045,12.887083,15Mo
2423,11.466109,13.756966,15Mo
2424,4.1687593,9.264015,6Ery
2425,10.332594,9.415518,12Baso
2426,-0.35320222,10.633647,2Ery
2427,14.204416,7.6602345,13Baso
2428,5.615482,7.1914105,3Ery
2429,2.948353,11.057045,4Ery
2430,11.801934,12.100968,14Mo
2431,9.951072,9.535637,10GMP
2432,12.706653,14.141114,16Neu
2433,12.969703,14.475168,15Mo
2434,6.9186907,7.7606335,6Ery
2435,13.491778,7.7834964,13Baso
2436,9.897175,7.2441983,19Lymph
2437,12.099033,14.538298,15Mo
2438,5.922845,8.634281,6Ery
2439,-0.85211074,10.458786,2Ery
2440,12.154893,13.711993,15Mo
2441,1.7045164,11.213509,3Ery
2442,10.98877,10.715383,13Baso
2443,6.698913,8.675985,6Ery
2444,12.791213,9.723571,13Baso
2445,10.305182,10.211148,9GMP
2446,10.817597,8.339456,10GMP
2447,11.390957,9.140035,10GMP
2448,13.1066265,10.115537,14Mo
2449,-0.3039745,10.408351,2Ery
2450,6.759857,7.987105,6Ery
2451,11.698732,7.781047,10GMP
2452,7.4240828,8.62709,7MEP
2453,6.530182,7.09503,6Ery
2454,12.669491,10.438455,14Mo
2455,0.13010783,11.434813,2Ery
2456,0.5245745,11.030889,2Ery
2457,8.015753,8.785845,7MEP
2458,3.6446788,9.018115,5Ery
2459,13.2055,7.849258,13Baso
2460,15.084308,8.514479,13Baso
2461,14.062359,10.580625,14Mo
2462,-0.019777609,12.303877,3Ery
2463,14.996763,8.473402,13Baso
2464,2.3510046,10.206895,4Ery
2465,1.2686317,12.2266,3Ery
2466,-0.11664678,12.199512,2Ery
2467,12.174702,13.698806,15Mo
2468,5.7504086,8.018738,7MEP
2469,-1.9691367,11.145979,1Ery
2470,12.401818,14.535995,15Mo
2471,0.2345014,10.946744,2Ery
2472,12.53024,10.447795,13Baso
2473,7.6713653,10.126342,8Mk
2474,10.462523,9.4584875,9GMP
2475,9.932513,7.4641237,19Lymph
2476,16.962013,7.3975782,11DC
2477,7.46496,9.828738,8Mk
2478,9.324731,11.633276,17Neu
2479,12.5379715,7.9385448,13Baso
2480,11.308981,9.476923,13Baso
2481,10.872119,11.35198,13Baso
2482,1.7498945,11.976742,3Ery
2483,6.112554,8.626303,12Baso
2484,12.383083,14.572496,16Neu
2485,12.04564,9.504015,10GMP
2486,12.71954,13.267243,15Mo
2487,6.8826785,7.8527284,7MEP
2488,10.724158,10.249977,13Baso
2489,13.862638,9.737989,13Baso
2490,11.883873,12.761848,14Mo
2491,12.728619,14.484682,16Neu
2492,2.9271383,11.550377,3Ery
2493,7.3226967,7.7607985,7MEP
2494,14.5763445,9.56828,13Baso
2495,14.374135,9.529724,13Baso
2496,2.2111878,11.827911,3Ery
2497,-1.2387651,12.000318,1Ery
2498,12.775933,10.399867,14Mo
2499,12.769688,13.936363,15Mo
2500,11.145372,9.864526,10GMP
2501,13.472646,11.865564,15Mo
2502,2.5706415,10.156158,4Ery
2503,9.444338,9.886933,9GMP
2504,11.816075,12.175434,14Mo
2505,11.285786,7.8836055,9GMP
2506,10.879592,8.507638,13Baso
2507,11.400744,9.026608,10GMP
2508,10.4007635,8.502232,9GMP
2509,4.986027,7.9893355,5Ery
2510,0.5956499,10.280293,2Ery
2511,7.0564146,8.714863,7MEP
2512,15.05754,9.073507,13Baso
2513,5.9275136,8.947291,6Ery
2514,7.047822,8.469321,7MEP
2515,10.527662,8.41412,10GMP
2516,6.5765743,8.863237,7MEP
2517,10.733328,9.585556,10GMP
2518,2.8321898,9.902994,3Ery
2519,2.5903797,10.941957,5Ery
2520,9.437412,9.062607,10GMP
2521,6.4896154,8.748286,6Ery
2522,9.001301,7.707312,19Lymph
2523,7.4577,10.333763,8Mk
2524,3.1539545,9.514791,4Ery
2525,14.053077,9.469393,14Mo
2526,12.339574,14.770408,16Neu
2527,12.530251,9.717605,14Mo
2528,10.472058,9.535747,10GMP
2529,10.949954,9.090366,10GMP
2530,13.393033,8.839672,13Baso
2531,7.1056924,8.166493,7MEP
2532,12.858991,12.351307,15Mo
2533,10.679389,8.786944,10GMP
2534,12.424231,12.156501,15Mo
2535,11.972577,13.482427,15Mo
2536,11.562451,11.870147,14Mo
2537,4.8874917,9.770294,5Ery
2538,13.764444,8.042123,13Baso
2539,10.071353,9.727359,9GMP
2540,7.1002355,8.327119,7MEP
2541,11.896465,11.949472,14Mo
2542,5.466825,8.535295,6Ery
2543,-1.4711527,10.832059,2Ery
2544,7.866842,9.273723,8Mk
2545,7.1935883,7.4737854,7MEP
2546,3.6550884,9.327802,5Ery
2547,7.5435643,9.266608,7MEP
2548,13.657003,8.462913,13Baso
2549,7.272762,7.471322,7MEP
2550,4.041794,9.120658,5Ery
2551,7.2991076,10.149903,8Mk
2552,-0.6511739,10.57403,2Ery
2553,0.58478314,10.999705,2Ery
2554,3.360575,10.313586,4Ery
2555,14.602082,10.868988,14Mo
2556,12.31681,14.689259,15Mo
2557,12.360777,7.966889,13Baso
2558,0.70943385,12.1258335,3Ery
2559,1.0254284,10.289503,2Ery
2560,5.691113,8.544687,5Ery
2561,12.21703,9.538875,13Baso
2562,3.470908,9.864789,3Ery
2563,7.076426,7.8355994,6Ery
2564,9.604617,8.937483,8Mk
2565,6.1101575,8.523288,6Ery
2566,12.86612,15.27506,15Mo
2567,1.8002118,10.617747,2Ery
2568,3.8496418,8.371094,5Ery
2569,6.1451273,8.515547,6Ery
2570,9.653666,9.370586,9GMP
2571,6.900319,10.253455,8Mk
2572,12.015084,13.720881,15Mo
2573,13.178149,8.769572,13Baso
2574,10.913479,10.109691,10GMP
2575,13.203896,14.321341,15Mo
2576,12.038657,13.388862,15Mo
2577,-0.089808874,10.274997,2Ery
2578,13.6183605,9.484875,13Baso
2579,14.415559,9.360489,14Mo
2580,7.358949,9.244936,9GMP
2581,-0.14541402,10.321948,2Ery
2582,1.819812,10.798844,3Ery
2583,9.322606,10.873688,17Neu
2584,12.920151,13.895649,16Neu
2585,14.488495,8.288669,13Baso
2586,5.8002954,7.8318987,6Ery
2587,13.969323,9.035821,13Baso
2588,11.42403,7.860669,10GMP
2589,14.802608,9.420087,13Baso
2590,15.679834,8.654896,13Baso
2591,2.6110203,8.671432,2Ery
2592,6.958387,8.185194,6Ery
2593,11.248219,13.090844,15Mo
2594,12.879086,12.241489,14Mo
2595,13.028399,10.238631,14Mo
2596,13.106229,8.100313,13Baso
2597,14.646303,10.110033,14Mo
2598,5.6587586,8.313537,6Ery
2599,14.926856,8.858679,13Baso
2600,9.497923,9.848963,17Neu
2601,2.7718666,9.55847,2Ery
2602,6.5041976,8.089694,6Ery
2603,7.0694737,7.493345,7MEP
2604,10.972421,9.214992,10GMP
2605,11.540361,8.461596,10GMP
2606,5.1971517,8.161333,6Ery
2607,12.528449,12.783654,15Mo
2608,13.27354,13.4573,15Mo
2609,6.8890553,7.6173425,6Ery
2610,2.834837,9.958461,4Ery
2611,7.5665274,10.538772,8Mk
2612,6.4952607,7.3903484,6Ery
2613,11.135566,10.64162,13Baso
2614,11.697715,9.5901,13Baso
2615,4.0032578,9.082754,5Ery
2616,10.895445,8.968633,10GMP
2617,7.233538,9.757839,10GMP
2618,10.886094,9.170644,10GMP
2619,1.0297441,8.672175,2Ery
2620,17.331818,7.081674,11DC
2621,12.4406595,14.149766,16Neu
2622,11.15311,12.079494,14Mo
2623,4.2461743,8.408405,5Ery
2624,10.980538,8.052461,10GMP
2625,5.0131817,9.069981,6Ery
2626,1.1242557,10.866339,2Ery
2627,12.159594,7.8556676,10GMP
2628,12.404142,14.246352,15Mo
2629,13.159281,15.040751,16Neu
2630,6.147265,8.289998,6Ery
2631,10.283623,7.385328,19Lymph
2632,11.041581,8.21633,10GMP
2633,11.811669,13.904834,15Mo
2634,13.815744,8.787186,13Baso
2635,5.6530213,7.993934,5Ery
2636,7.7395434,8.246944,7MEP
2637,3.1641967,10.090812,4Ery
2638,6.924514,9.344723,7MEP
2639,5.090167,9.852258,3Ery
2640,10.312665,7.3370495,19Lymph
2641,12.605878,11.182997,13Baso
2642,14.612612,9.318775,13Baso
2643,11.0824585,9.899232,13Baso
2644,0.821886,10.171043,3Ery
2645,-1.5249232,10.989614,1Ery
2646,13.188777,11.527136,15Mo
2647,7.7650146,8.320107,8Mk
2648,8.075309,8.456313,7MEP
2649,7.3388886,8.204823,7MEP
2650,11.652011,9.75227,13Baso
2651,12.791746,8.308557,13Baso
2652,2.6148398,9.246647,5Ery
2653,7.129851,7.208632,6Ery
2654,11.690186,14.034859,15Mo
2655,15.4930935,8.664104,13Baso
2656,13.557271,11.244342,14Mo
2657,6.1718307,8.771306,10GMP
2658,12.717966,9.440925,13Baso
2659,6.971637,7.323534,7MEP
2660,13.040797,12.949903,15Mo
2661,7.1780376,10.402723,8Mk
2662,11.29692,7.61955,9GMP
2663,4.0179124,8.686379,4Ery
2664,11.969485,11.071064,17Neu
2665,0.41740245,8.823472,2Ery
2666,13.018583,9.298588,14Mo
2667,12.478121,13.953536,15Mo
2668,12.045055,10.954799,14Mo
2669,4.6041527,9.026225,6Ery
2670,6.564592,7.485713,6Ery
2671,11.536314,8.628873,10GMP
2672,7.1682734,7.377764,6Ery
2673,12.029029,9.203777,13Baso
2674,6.449644,7.4191637,6Ery
2675,10.71414,11.324669,12Baso
2676,1.0904455,12.305619,3Ery
2677,14.043526,9.741781,13Baso
2678,14.948064,9.009681,13Baso
2679,12.849239,14.066535,16Neu
2680,11.990229,8.250278,10GMP
2681,13.8442955,13.891303,16Neu
2682,14.108514,10.178719,13Baso
2683,4.771017,8.232691,5Ery
2684,-0.24318801,10.786145,2Ery
2685,11.6145315,10.148681,9GMP
2686,12.892427,14.749473,16Neu
2687,7.7049437,9.06328,8Mk
2688,17.18594,7.1993895,11DC
2689,12.26084,8.894407,13Baso
2690,10.703829,9.416186,10GMP
2691,4.831376,9.325886,5Ery
2692,12.903699,11.855702,15Mo
2693,14.150832,8.99951,13Baso
2694,10.682525,8.480972,9GMP
2695,12.140375,11.192056,14Mo
2696,11.109126,9.748363,13Baso
2697,14.236562,10.300542,14Mo
2698,12.562147,13.4554615,15Mo
2699,12.936181,12.811636,15Mo
2700,10.208623,9.384662,10GMP
2701,12.5789175,14.736252,15Mo
2702,13.151713,14.17203,16Neu
2703,5.050045,7.9844975,6Ery
2704,1.6343726,9.694391,2Ery
2705,13.723847,9.771897,13Baso
2706,6.4901743,7.2286067,5Ery
2707,7.3279614,8.423898,7MEP
2708,9.847605,7.3498096,19Lymph
2709,5.7015486,7.3868136,6Ery
2710,14.377838,9.259618,13Baso
2711,0.5777216,9.443575,2Ery
2712,17.215103,7.1367207,11DC
2713,7.4555826,7.7970905,7MEP
2714,11.942973,11.243921,13Baso
2715,1.9252672,8.771037,2Ery
2716,14.356349,9.232211,14Mo
2717,15.23314,9.051863,13Baso
2718,7.24198,10.687622,8Mk
2719,11.353988,11.248224,13Baso
2720,6.8872304,9.881511,7MEP
2721,10.183093,9.576954,10GMP
2722,11.510594,8.092977,10GMP
2723,11.236738,11.76645,14Mo
2724,12.88729,15.084657,16Neu
2725,1.8686986,9.178287,2Ery
2726,15.049006,8.0438795,13Baso
2727,8.170837,8.735904,7MEP
2728,11.945472,12.60631,15Mo
2729,2.0802104,11.329346,3Ery
